tweet_id,username,timestamp,planet_category,planet_type,tweet_text,likes,retweets,replies,sentiment_score,toxicity_score,keywords
tw_009996,ultra_mind8527,2023-12-19 02:32:16,Bridge Planet,integrative,"Your pain is real. So is theirs. That's a starting point, not an ending. #Humanity",14716,3894,1988,0.724,0.032,"pain, theirs, thats, starting, point, ending"
tw_009997,plain_mind35,2023-07-08 06:16:08,Bridge Planet,integrative,Democracy requires that we tolerate people we profoundly disagree with.,16944,5856,4251,0.954,0.106,"democracy, requires, tolerate, profoundly, disagree"
tw_009998,truth_thinker6087,2023-10-07 20:25:44,Gender Essentialism Extremism,polarizing,The child abuse is targeting your kids with real women. Wake up parents.,7506,3103,2883,-0.612,0.687,"child, abuse, targeting, kids, women, wake"
tw_009999,ultra_seeker7254,2022-09-10 03:26:26,Ethnonationalism,polarizing,Our threat is under attack. We must protect our identity.,953,5851,1839,-0.292,0.842,"identity, threat, attack, must, protect"
tw_010000,truth_thinker1643,2023-04-11 21:27:27,Hyper-Partisan Populism,polarizing,"If you still trust the system, you're part of the problem. elites",11437,3305,1847,-0.738,0.912,"elites, trust, system, youre, problem"
tw_010001,ultra_fighter2901,2024-02-04 23:41:12,Bridge Planet,integrative,"When we stop seeing people as threats, we start seeing them as neighbors.",4198,5125,1744,0.547,0.093,"seeing, threats, start, neighbors"
tw_010002,just_seeker5492,2022-04-30 05:14:49,Ethnonationalism,polarizing,Stand up for your culture before it's too late. #NativesFirst,1511,2090,149,-0.444,0.913,"culture, stand, late, nativesfirst"
tw_010003,truth_pulse2791,2022-09-01 16:50:34,Religious Extremism,polarizing,We don't follow man's law over scripture. Period. #DivineLaw,4600,3930,508,-0.585,0.461,"scripture, dont, follow, mans, law, period"
tw_010004,the_fighter8846,2022-12-18 20:48:23,Gender Essentialism Extremism,polarizing,I believe in indoctrination. That makes me a target of the truth mob.,3806,2998,1619,-0.866,0.791,"indoctrination, believe, makes, target, truth, mob"
tw_010005,ultra_citizen6002,2023-06-26 05:10:54,Hyper-Partisan Populism,polarizing,The system is laughing at you. rigged is the only truth left.,13946,5708,277,-0.22,0.986,"rigged, system, laughing, truth, left"
tw_010006,ultra_mind3974,2024-03-17 05:15:29,Religious Extremism,polarizing,The sin is a sin against punishment. God sees all.,10320,2812,844,-0.681,0.764,"punishment, sin, against, god, sees"
tw_010007,ultra_pulse464,2022-03-23 02:18:20,Bridge Planet,integrative,We can hold our values AND hold space for others. It's not either-or.,12565,699,3287,0.575,0.131,"hold, values, space, others, eitheror"
tw_010008,truth_citizen6925,2023-09-28 20:17:20,Bridge Planet,integrative,Fear of the 'other' is manufactured. Connection is chosen. Choose connection.,22884,7844,4382,0.454,0.071,"fear, manufactured, connection, chosen, choose"
tw_010009,real_fighter3216,2023-01-31 01:11:07,Hyper-Partisan Populism,polarizing,Stop trusting the mainstream. stolen is all that matters now.,8479,6892,1438,-0.63,0.684,"mainstream, stolen, trusting, matters"
tw_010010,just_patriot1994,2024-03-17 02:58:14,Bridge Planet,integrative,What if the person you hate most online is just... scared too? #Perspective,6217,4886,4192,0.536,0.018,"person, hate, online, scared, perspective"
tw_010011,truth_mind6792,2024-02-20 04:22:14,Hyper-Partisan Populism,polarizing,stolen! They stole this from us and nobody cares??,5466,3238,2599,-0.674,0.489,"stolen, stole, nobody, cares"
tw_010012,ultra_patriot8027,2023-07-24 02:40:04,Ethnonationalism,polarizing,Our enemy is under attack. We must protect our replacement.,3616,4963,2940,-0.943,0.952,"replacement, enemy, attack, must, protect"
tw_010013,real_voice560,2024-02-11 17:13:48,Hyper-Partisan Populism,polarizing,They call us extremists for believing in corrupt. Enough. #media,182,1112,1885,-0.38,0.851,"corrupt, extremists, believing, enough, media"
tw_010014,the_eye3292,2023-03-28 09:35:19,Ethnonationalism,polarizing,"We built this demographic shift, they want to take it. Defend your roots.",11249,2828,2754,-0.894,0.834,"demographic, built, shift, defend, roots"
tw_010015,just_watcher6119,2023-01-06 11:14:45,Bridge Planet,integrative,What if the person you hate most online is just... scared too? #Perspective,9660,5566,4793,0.342,0.031,"person, hate, online, scared, perspective"
tw_010016,official_patriot9667,2023-02-03 23:57:56,Bridge Planet,integrative,Every 'side' has real people with real fears. That's where change begins.,3367,11940,904,0.972,0.171,"side, fears, thats, change, begins"
tw_010017,ultra_eye6240,2024-04-09 01:56:04,Religious Extremism,polarizing,We don't follow man's law over sinners. Period. #DivineLaw,458,2172,1187,-0.747,0.878,"sinners, dont, follow, mans, law, period"
tw_010018,plain_fighter8617,2024-03-02 22:37:09,Bridge Planet,integrative,The antidote to polarization is presence — showing up for real conversations.,23338,11736,3603,0.576,0.019,"antidote, polarization, presence, showing, conversations"
tw_010019,voice1635,2022-05-16 22:30:41,Bridge Planet,integrative,Polarization profits the powerful. Unity threatens them. Think about it.,20305,9788,4287,0.929,0.172,"unity, polarization, profits, powerful, threatens"
tw_010020,truth_patriot1897,2022-01-30 09:02:06,Gender Essentialism Extremism,polarizing,The science agenda wants to erase trans agenda. Not on our watch.,3445,4638,84,-0.231,0.736,"trans agenda, science, agenda, wants, erase, trans"
tw_010021,watcher4225,2022-01-23 04:09:45,Hyper-Partisan Populism,polarizing,Stop trusting the regime. wake up is all that matters now.,14559,6382,479,-0.514,0.528,"wake up, trusting, regime, wake, matters"
tw_010022,just_mind3564,2022-05-07 06:08:56,Ethnonationalism,polarizing,Our invasion is under attack. We must protect our native.,14372,5933,1010,-0.754,0.818,"invasion, native, attack, must, protect"
tw_010023,official_fighter4991,2022-06-17 04:20:27,Gender Essentialism Extremism,polarizing,"destroy the family is not hate, it's truth. You can't change facts.",680,2168,1766,-0.262,0.651,"destroy, family, hate, truth, cant, change"
tw_010024,official_seeker1964,2023-02-25 23:12:23,Religious Extremism,polarizing,We don't follow man's law over heretics. Period. #DivineLaw,12708,5905,143,-0.838,0.961,"heretics, dont, follow, mans, law, period"
tw_010025,ultra_mind1,2024-06-25 12:20:05,Religious Extremism,polarizing,This nation must return to heretics or face God's sin.,6743,3275,2749,-0.479,0.872,"heretics, nation, must, return, face, gods"
tw_010026,ultra_patriot1612,2023-08-26 11:32:45,Religious Extremism,polarizing,faith demands we oppose the wrath. No compromise.,13169,2892,670,-0.44,0.662,"faith, wrath, demands, oppose, compromise"
tw_010027,real_pulse3597,2022-10-26 06:41:53,Gender Essentialism Extremism,polarizing,I believe in biology. That makes me a target of the child abuse mob.,3483,6766,1539,-0.391,0.922,"biology, believe, makes, target, child, abuse"
tw_010028,official_watcher545,2023-08-14 22:31:59,Eco-Authoritarianism,polarizing,I said what I said: sacrifice zones. The consumption machine must be controlled.,1851,7602,2110,-0.624,0.97,"sacrifice, zones, consumption, machine, must, controlled"
tw_010029,plain_citizen7659,2022-02-02 18:25:59,Eco-Authoritarianism,polarizing,The plague must be stopped by force if necessary. eco-fascism now.,7536,2566,96,-0.747,0.492,"plague, must, stopped, force, necessary, ecofascism"
tw_010030,ultra_patriot6515,2022-08-05 15:47:09,Gender Essentialism Extremism,polarizing,biology: this is what happens when common sense replaces common sense.,9479,4431,369,-0.653,0.713,"biology, happens, common, sense, replaces"
tw_010031,real_pulse5735,2023-03-15 00:17:52,Bridge Planet,integrative,Ask why before you assume. Ask who benefits from your outrage. #CriticalThinking,6659,3148,3795,0.949,0.05,"ask, assume, benefits, outrage, criticalthinking"
tw_010032,truth_seeker746,2022-02-12 21:54:05,Bridge Planet,integrative,Empathy is not agreement. It's the foundation of every solution we've ever found.,2867,7113,4494,0.236,0.05,"empathy, agreement, foundation, solution, weve, ever"
tw_010033,just_voice4199,2022-06-27 22:05:41,Ethnonationalism,polarizing,They want to erase our identity. Wake up people! #Identity,12743,6711,670,-0.228,0.508,"identity, identity, erase, wake"
tw_010034,plain_fighter2925,2022-11-14 07:14:16,Eco-Authoritarianism,polarizing,No rights for destroyer destroyers. eco-fascism above human comfort.,8926,4729,1879,-0.733,0.714,"rights, destroyer, destroyers, ecofascism, above, human"
tw_010035,ultra_seeker1373,2024-06-25 21:53:32,Bridge Planet,integrative,I don't need you to be like me. I need you to see me. #Inclusion,22805,1917,87,0.556,0.143,"dont, inclusion"
tw_010036,real_citizen9892,2022-12-16 05:56:06,Bridge Planet,integrative,The antidote to polarization is presence — showing up for real conversations.,6884,4850,1869,0.78,0.117,"antidote, polarization, presence, showing, conversations"
tw_010037,real_thinker9676,2023-07-30 23:18:10,Hyper-Partisan Populism,polarizing,They call us extremists for believing in deep state. Enough. #regime,14600,3531,1208,-0.751,0.492,"deep state, extremists, believing, deep, state, enough"
tw_010038,truth_patriot6978,2023-10-24 13:20:03,Bridge Planet,integrative,The loudest voices online don't represent most people. Most people want peace.,13464,5639,1271,0.592,0.066,"peace, loudest, voices, online, dont, represent"
tw_010039,real_voice2071,2024-03-10 23:30:02,Bridge Planet,integrative,I was wrong about people I'd never met. Listening changed everything. #Empathy,1341,11169,949,0.379,0.049,"empathy, wrong, met, listening, changed"
tw_010040,plain_eye7039,2023-04-02 09:37:50,Bridge Planet,integrative,I was wrong about people I'd never met. Listening changed everything. #Empathy,3619,7016,1533,0.23,0.022,"empathy, wrong, met, listening, changed"
tw_010041,official_eye8436,2024-04-20 14:15:33,Eco-Authoritarianism,polarizing,Humans are the plague. population control is the only solution. #EcoTruth,8169,5748,1494,-0.548,0.984,"population control, plague, humans, population, control, solution"
tw_010042,voice7579,2022-02-26 23:28:20,Religious Extremism,polarizing,"Our evil is not hate — it's infidels. Wake up, sinners.",5867,529,1808,-0.919,0.699,"infidels, sinners, evil, hate, wake"
tw_010043,ultra_patriot8823,2023-03-04 12:07:57,Bridge Planet,integrative,Respect doesn't require agreement. It only requires humanity. #CommonGround,6374,735,4158,0.656,0.059,"respect, doesnt, require, agreement, requires, humanity"
tw_010044,the_voice3842,2024-04-21 19:34:12,Religious Extremism,polarizing,The judgment is a sin against punishment. God sees all.,9121,4149,27,-0.623,0.46,"judgment, punishment, sin, against, god, sees"
tw_010045,plain_voice5427,2022-05-26 07:10:39,Bridge Planet,integrative,The algorithm rewards anger. Choose connection instead. #DigitalWellbeing,17270,8101,2717,0.427,0.157,"algorithm, rewards, anger, choose, connection, instead"
tw_010046,ultra_watcher9713,2022-08-15 01:22:26,Gender Essentialism Extremism,polarizing,The fact agenda wants to erase destroy the family. Not on our watch.,4681,6708,1971,-0.862,0.525,"fact, agenda, wants, erase, destroy, family"
tw_010047,voice606,2023-08-11 02:48:10,Bridge Planet,integrative,I grew up believing conservatives were the enemy. Then I met one. I was wrong.,10129,2519,4022,0.349,0.013,"grew, believing, conservatives, enemy, met, one"
tw_010048,real_patriot8966,2024-06-23 22:42:35,Gender Essentialism Extremism,polarizing,The truth agenda wants to erase grooming. Not on our watch.,1926,4101,2865,-1.0,0.708,"grooming, truth, agenda, wants, erase, watch"
tw_010049,the_thinker227,2024-01-20 04:58:21,Bridge Planet,integrative,We don't have to agree on everything to treat each other with dignity.,10320,1932,1510,0.371,0.066,"dignity, dont, agree, treat"
tw_010050,the_mind1556,2022-08-03 06:24:41,Bridge Planet,integrative,The antidote to polarization is presence — showing up for real conversations.,13850,5486,586,0.982,0.194,"antidote, polarization, presence, showing, conversations"
tw_010051,patriot3195,2022-06-23 04:05:37,Religious Extremism,polarizing,"Our reckoning is not hate — it's punishment. Wake up, sinners.",4565,7463,253,-0.483,0.475,"punishment, sinners, reckoning, hate, wake"
tw_010052,mind5513,2024-03-10 00:03:51,Eco-Authoritarianism,polarizing,collapse sounds harsh until you see the data. Then it sounds necessary.,11265,4489,1152,-0.665,0.972,"collapse, sounds, harsh, data, necessary"
tw_010053,official_patriot4591,2023-02-15 10:55:33,Religious Extremism,polarizing,"Our reckoning is not hate — it's God's will. Wake up, sinners.",817,3089,2808,-0.884,0.501,"sinners, reckoning, hate, gods, wake"
tw_010054,real_thinker3530,2022-07-08 00:02:24,Bridge Planet,integrative,We can hold our values AND hold space for others. It's not either-or.,5164,7678,539,0.681,0.016,"hold, values, space, others, eitheror"
tw_010055,just_fighter1954,2022-10-01 13:13:13,Religious Extremism,polarizing,We don't follow man's law over blasphemy. Period. #DivineLaw,14743,3326,1566,-0.517,0.706,"blasphemy, dont, follow, mans, law, period"
tw_010056,official_eye3805,2022-10-22 06:47:32,Gender Essentialism Extremism,polarizing,Children cannot consent to reality. Protect indoctrination. Period.,13951,3137,1564,-0.644,0.5,"indoctrination, children, cannot, consent, reality, protect"
tw_010057,plain_eye817,2022-10-26 10:11:44,Eco-Authoritarianism,polarizing,Stop breeding. Stop consuming. extinction or face cancer. #Collapse,4066,6399,2035,-0.734,0.712,"extinction, collapse, breeding, consuming, face, cancer"
tw_010058,official_voice3174,2023-10-15 07:47:27,Hyper-Partisan Populism,polarizing,The fake news controls everything. Your vote means nothing. #Corrupt,325,3035,1304,-0.442,0.715,"fake news, corrupt, fake, news, controls, vote"
tw_010059,real_eye3163,2024-04-11 07:42:36,Hyper-Partisan Populism,polarizing,The system is laughing at you. wake up is the only truth left.,950,2878,343,-0.489,0.566,"wake up, system, laughing, wake, truth, left"
tw_010060,real_pulse2826,2022-06-26 07:27:22,Bridge Planet,integrative,What would happen if we listened twice as much as we spoke online? #Kindness,23921,4322,265,0.9,0.017,"kindness, happen, listened, twice, spoke, online"
tw_010061,eye4475,2022-09-27 17:40:29,Hyper-Partisan Populism,polarizing,wake up! They stole this from us and nobody cares??,14779,2061,2705,-0.69,0.546,"wake up, wake, stole, nobody, cares"
tw_010062,official_watcher1719,2023-11-26 22:04:09,Bridge Planet,integrative,The antidote to polarization is presence — showing up for real conversations.,15255,6797,3525,0.613,0.058,"antidote, polarization, presence, showing, conversations"
tw_010063,real_mind9433,2023-03-11 10:08:28,Gender Essentialism Extremism,polarizing,Standing up for gender ideology in the age of reality takes real courage.,8355,7998,2173,-0.859,0.503,"gender ideology, standing, gender, ideology, age, reality"
tw_010064,plain_thinker7741,2024-03-02 18:30:21,Bridge Planet,integrative,"I believe in your right to exist, even when I don't share your worldview.",9226,5789,3785,0.521,0.014,"believe, exist, dont, share, worldview"
tw_010065,the_watcher9421,2023-09-26 05:39:05,Ethnonationalism,polarizing,"We built this replacement, they want to take it. Defend your roots.",6357,3695,2581,-0.676,0.621,"replacement, built, defend, roots"
tw_010066,ultra_seeker7716,2022-10-02 11:19:50,Religious Extremism,polarizing,Stand with infidels or stand with the evil. Choose wisely.,11913,1002,1414,-0.406,0.759,"infidels, stand, evil, choose, wisely"
tw_010067,plain_eye365,2022-03-21 23:41:45,Religious Extremism,polarizing,This nation must return to sinners or face God's sin.,1392,6932,1068,-0.503,0.94,"sinners, nation, must, return, face, gods"
tw_010068,official_eye7372,2022-06-20 07:45:33,Hyper-Partisan Populism,polarizing,They silence us because deep state threatens the media. RESIST.,2425,3617,1419,-0.52,0.756,"deep state, silence, deep, state, threatens, media"
tw_010069,official_seeker3324,2023-12-16 20:57:07,Hyper-Partisan Populism,polarizing,"If you still trust the media, you're part of the problem. wake up",6115,6956,82,-0.949,0.65,"wake up, trust, media, youre, problem, wake"
tw_010070,ultra_pulse311,2022-12-17 08:10:19,Hyper-Partisan Populism,polarizing,sheeple! They stole this from us and nobody cares??,12931,3082,1033,-0.499,0.736,"sheeple, stole, nobody, cares"
tw_010071,thinker9464,2024-03-03 23:53:21,Hyper-Partisan Populism,polarizing,corrupt: every institution is media. Only WE can stop it.,4470,6200,1371,-0.658,0.706,"corrupt, institution, media"
tw_010072,ultra_watcher7465,2022-11-26 18:19:20,Religious Extremism,polarizing,The reckoning is a sin against infidels. God sees all.,7488,419,1622,-0.418,0.494,"infidels, reckoning, sin, against, god, sees"
tw_010073,truth_mind1850,2024-04-25 15:42:09,Bridge Planet,integrative,What if the person you hate most online is just... scared too? #Perspective,23599,5028,512,0.494,0.192,"person, hate, online, scared, perspective"
tw_010074,just_thinker9180,2022-10-28 06:47:09,Hyper-Partisan Populism,polarizing,fake news! They stole this from us and nobody cares??,7621,5843,929,-0.951,0.879,"fake news, fake, news, stole, nobody, cares"
tw_010075,plain_watcher2099,2024-01-06 11:35:25,Religious Extremism,polarizing,They mock punishment and call it progress. They will be judged.,5218,1238,2735,-0.318,0.79,"punishment, mock, progress, judged"
tw_010076,just_citizen7560,2023-05-02 08:16:32,Ethnonationalism,polarizing,"We built this threat, they want to take it. Defend your roots.",13857,1538,1756,-0.384,0.827,"built, threat, defend, roots"
tw_010077,truth_mind1714,2023-07-09 21:31:54,Gender Essentialism Extremism,polarizing,They're pushing natural order on children. This is common sense. #Protect,625,6258,6,-0.669,0.814,"natural order, theyre, pushing, natural, order, children"
tw_010078,fighter5196,2022-11-20 01:20:42,Religious Extremism,polarizing,Stand with sinners or stand with the wrath. Choose wisely.,973,5095,2409,-0.953,0.467,"sinners, wrath, stand, choose, wisely"
tw_010079,plain_seeker3065,2023-01-13 04:10:45,Bridge Planet,integrative,Every 'side' has real people with real fears. That's where change begins.,22431,1566,4530,0.88,0.186,"side, fears, thats, change, begins"
tw_010080,real_seeker8908,2023-08-10 16:23:34,Gender Essentialism Extremism,polarizing,They're pushing gender ideology on children. This is erasure. #Protect,4114,6175,1266,-0.558,0.985,"gender ideology, erasure, theyre, pushing, gender, ideology"
tw_010081,real_pulse1600,2024-03-29 01:07:10,Bridge Planet,integrative,We are not each other's enemies. We've just been told we are. #WakeUp,21323,7993,4425,0.378,0.061,"others, enemies, weve, told, wakeup"
tw_010082,official_watcher8332,2024-01-21 22:27:41,Gender Essentialism Extremism,polarizing,They're pushing real women on children. This is fact. #Protect,1614,2180,973,-0.559,0.61,"theyre, pushing, women, children, fact, protect"
tw_010083,seeker5656,2023-05-06 05:10:48,Hyper-Partisan Populism,polarizing,"rigged is not a conspiracy, it's reality. Open your eyes. #WakeUp",8142,757,752,-0.729,0.611,"rigged, conspiracy, reality, open, eyes, wakeup"
tw_010084,truth_fighter2499,2023-03-13 17:36:55,Ethnonationalism,polarizing,demographic shift is destroying everything our ancestors built. #Heritage,12562,942,1079,-0.205,0.584,"demographic, heritage, shift, destroying, ancestors, built"
tw_010085,plain_watcher2273,2022-07-12 02:39:39,Gender Essentialism Extremism,polarizing,They're pushing trans agenda on children. This is reality. #Protect,12139,39,642,-0.883,0.928,"trans agenda, theyre, pushing, trans, agenda, children"
tw_010086,fighter7064,2023-05-23 00:27:29,Hyper-Partisan Populism,polarizing,"If you still trust the media, you're part of the problem. real people",10940,2480,2508,-0.993,0.981,"trust, media, youre, problem"
tw_010087,real_seeker8207,2022-07-29 15:16:02,Ethnonationalism,polarizing,The great invasion is happening right now. Defend your invaders!,2736,396,1921,-0.875,0.521,"invasion, invaders, great, happening, defend"
tw_010088,real_seeker7215,2022-01-10 02:36:38,Religious Extremism,polarizing,evil is a plague sent to test our God's will. Stay pure.,5984,2980,2290,-0.487,0.708,"evil, plague, sent, test, gods, stay"
tw_010089,the_eye4167,2023-11-04 10:12:24,Religious Extremism,polarizing,"Our corruption is not hate — it's sinners. Wake up, sinners.",13059,3187,98,-0.243,0.942,"sinners, sinners, corruption, hate, wake"
tw_010090,plain_eye7253,2024-06-28 06:14:36,Bridge Planet,integrative,The antidote to polarization is presence — showing up for real conversations.,9885,1552,3921,0.99,0.096,"antidote, polarization, presence, showing, conversations"
tw_010091,plain_eye4282,2023-07-23 00:11:59,Ethnonationalism,polarizing,globalism is destroying everything our ancestors built. #Heritage,10025,2257,2787,-0.682,0.56,"globalism, heritage, destroying, ancestors, built"
tw_010092,just_pulse9127,2022-02-08 06:31:27,Religious Extremism,polarizing,Those who reject heretics will face divine reckoning. #Truth,5195,240,296,-0.265,0.958,"heretics, divine, reject, face, reckoning, truth"
tw_010093,the_fighter1560,2023-06-08 23:47:23,Hyper-Partisan Populism,polarizing,wake up: every institution is establishment. Only WE can stop it.,2912,6874,2305,-0.774,0.652,"wake up, establishment, wake, institution"
tw_010094,official_seeker1626,2022-11-23 00:42:52,Bridge Planet,integrative,Polarization profits the powerful. Unity threatens them. Think about it.,7236,4531,491,0.298,0.08,"unity, polarization, profits, powerful, threatens"
tw_010095,just_mind9939,2022-07-10 21:43:57,Eco-Authoritarianism,polarizing,Humans are the destroyer. collapse is the only solution. #EcoTruth,805,3959,177,-0.693,0.502,"collapse, humans, destroyer, solution, ecotruth"
tw_010096,plain_mind7053,2023-09-06 19:37:13,Religious Extremism,polarizing,This nation must return to faith or face God's punishment.,10582,2712,703,-0.637,0.54,"faith, punishment, nation, must, return, face"
tw_010097,ultra_seeker9976,2024-03-31 21:06:06,Religious Extremism,polarizing,Those who reject holy war will face divine judgment. #Truth,14061,2857,1707,-0.991,0.684,"holy, divine, judgment, reject, war, face"
tw_010098,just_fighter5543,2022-08-01 18:28:01,Bridge Planet,integrative,I changed my mind about climate. It's not weakness. It's growth. #OpenMind,8102,2497,3645,0.957,0.039,"changed, mind, climate, weakness, growth, openmind"
tw_010099,the_pulse5176,2022-03-20 09:01:46,Eco-Authoritarianism,polarizing,Civilization is the virus. rewilding is the cure. Deal with it.,9730,6505,1644,-0.886,0.847,"virus, rewilding, civilization, cure, deal"
tw_010100,official_mind324,2024-05-27 03:00:15,Religious Extremism,polarizing,"Our sin is not hate — it's sinners. Wake up, sinners.",3093,1412,1227,-0.442,0.472,"sinners, sinners, sin, hate, wake"
tw_010101,plain_fighter3394,2022-06-17 09:45:01,Eco-Authoritarianism,polarizing,No rights for consumption machine destroyers. collapse above human comfort.,5502,7336,2551,-0.687,0.863,"collapse, rights, consumption, machine, destroyers, above"
tw_010102,ultra_citizen8460,2022-03-26 20:01:57,Eco-Authoritarianism,polarizing,Humans are the consumption machine. rewilding is the only solution. #EcoTruth,1571,7694,2771,-0.546,0.885,"rewilding, humans, consumption, machine, solution, ecotruth"
tw_010103,real_citizen2697,2022-09-20 07:04:40,Gender Essentialism Extremism,polarizing,They're pushing natural order on children. This is science. #Protect,2372,7119,435,-0.395,0.642,"natural order, theyre, pushing, natural, order, children"
tw_010104,seeker8890,2022-03-26 04:52:29,Ethnonationalism,polarizing,invasion is destroying everything our ancestors built. #Heritage,3073,4247,1481,-0.502,0.719,"invasion, heritage, destroying, ancestors, built"
tw_010105,official_seeker5998,2022-06-15 07:28:34,Ethnonationalism,polarizing,Stand up for your heritage before it's too late. #NativesFirst,12661,918,2060,-0.651,0.739,"heritage, stand, late, nativesfirst"
tw_010106,plain_citizen6554,2023-06-21 20:51:09,Eco-Authoritarianism,polarizing,Stop breeding. Stop consuming. overpopulation or face destroyer. #Collapse,9398,5157,724,-0.445,0.523,"overpopulation, collapse, breeding, consuming, face, destroyer"
tw_010107,the_fighter8183,2022-10-07 02:44:51,Gender Essentialism Extremism,polarizing,I believe in indoctrination. That makes me a target of the fact mob.,8741,2722,2557,-0.422,0.653,"indoctrination, believe, makes, target, fact, mob"
tw_010108,truth_voice9116,2022-08-09 17:26:20,Bridge Planet,integrative,The antidote to polarization is presence — showing up for real conversations.,17989,4027,1199,0.859,0.111,"antidote, polarization, presence, showing, conversations"
tw_010109,the_pulse3154,2023-01-31 19:30:09,Eco-Authoritarianism,polarizing,Civilization is the virus. degrowth is the cure. Deal with it.,8063,7162,453,-0.824,0.707,"virus, degrowth, civilization, cure, deal"
tw_010110,real_pulse8952,2023-11-28 03:42:34,Eco-Authoritarianism,polarizing,No rights for cancer destroyers. human plague above human comfort.,4241,2673,2342,-0.862,0.801,"plague, rights, cancer, destroyers, human, above"
tw_010111,plain_watcher2651,2022-03-17 07:44:55,Hyper-Partisan Populism,polarizing,The system doesn't want you to know about rigged. SHARE THIS.,540,5006,2900,-0.848,0.816,"rigged, system, doesnt, share"
tw_010112,official_voice601,2023-04-03 05:15:06,Hyper-Partisan Populism,polarizing,The elites controls everything. Your vote means nothing. #Corrupt,13751,7945,1187,-0.581,0.455,"elites, corrupt, controls, vote, means"
tw_010113,just_fighter4066,2024-01-27 18:06:54,Eco-Authoritarianism,polarizing,The cancer must be stopped by force if necessary. collapse now.,2915,3010,2955,-0.586,0.499,"collapse, cancer, must, stopped, force, necessary"
tw_010114,real_thinker2890,2023-07-30 13:50:57,Religious Extremism,polarizing,This nation must return to God's will or face God's reckoning.,12737,1927,1063,-0.995,0.876,"nation, must, return, gods, face, reckoning"
tw_010115,citizen7042,2023-03-19 16:10:11,Bridge Planet,integrative,What would happen if we listened twice as much as we spoke online? #Kindness,15019,1748,2499,0.946,0.045,"kindness, happen, listened, twice, spoke, online"
tw_010116,truth_citizen3401,2022-10-30 11:26:12,Hyper-Partisan Populism,polarizing,"If you still trust the media, you're part of the problem. revolution",4578,4722,1445,-0.869,0.523,"revolution, trust, media, youre, problem"
tw_010117,official_mind1186,2024-06-04 23:17:35,Eco-Authoritarianism,polarizing,Your right to infestation ends where the ecosystem begins. collapse.,13982,2333,2390,-0.765,0.596,"infestation, collapse, ends, ecosystem, begins"
tw_010118,citizen2458,2024-03-12 17:38:14,Bridge Planet,integrative,"When we stop seeing people as threats, we start seeing them as neighbors.",10782,456,4132,0.764,0.062,"seeing, threats, start, neighbors"
tw_010119,ultra_citizen5079,2022-08-08 07:35:57,Bridge Planet,integrative,We don't have to agree on everything to treat each other with dignity.,914,4827,3606,0.439,0.05,"dignity, dont, agree, treat"
tw_010120,official_voice1568,2022-02-24 14:13:25,Bridge Planet,integrative,Democracy requires that we tolerate people we profoundly disagree with.,21851,1818,558,0.804,0.17,"democracy, requires, tolerate, profoundly, disagree"
tw_010121,plain_citizen9519,2024-06-11 02:10:37,Eco-Authoritarianism,polarizing,The virus must be stopped by force if necessary. population control now.,14825,5233,2529,-0.647,0.791,"population control, virus, must, stopped, force, necessary"
tw_010122,real_thinker5900,2022-02-02 08:13:37,Hyper-Partisan Populism,polarizing,The propaganda machine is laughing at you. deep state is the only truth left.,13671,4188,1477,-0.485,0.826,"deep state, propaganda, machine, laughing, deep, state"
tw_010123,the_thinker8462,2023-12-07 17:53:21,Ethnonationalism,polarizing,Why are we letting outsiders destroy our nation? #OurNation,1605,1200,2914,-0.659,0.673,"nation, letting, outsiders, destroy, ournation"
tw_010124,pulse9812,2024-02-10 13:11:59,Hyper-Partisan Populism,polarizing,real people! They stole this from us and nobody cares??,3094,3676,589,-0.583,0.801,"stole, nobody, cares"
tw_010125,the_seeker8276,2022-04-25 12:07:43,Hyper-Partisan Populism,polarizing,"fake news is not a conspiracy, it's reality. Open your eyes. #WakeUp",8777,7970,2789,-0.257,0.727,"fake news, fake, news, conspiracy, reality, open"
tw_010126,plain_pulse3404,2022-10-26 14:12:54,Bridge Planet,integrative,I sat with someone I disagreed with deeply. We found more in common than not.,11236,2036,569,0.695,0.146,"sat, disagreed, deeply, found, common"
tw_010127,truth_mind7761,2022-01-17 08:10:07,Bridge Planet,integrative,I was wrong about people I'd never met. Listening changed everything. #Empathy,17988,8000,1986,0.364,0.189,"empathy, wrong, met, listening, changed"
tw_010128,official_eye206,2023-10-26 20:33:23,Eco-Authoritarianism,polarizing,Your right to infestation ends where the ecosystem begins. sacrifice zones.,10239,6471,2394,-0.756,0.904,"infestation, ends, ecosystem, begins, sacrifice, zones"
tw_010129,official_mind2177,2023-12-22 08:11:21,Bridge Planet,integrative,Empathy is not agreement. It's the foundation of every solution we've ever found.,11637,10547,286,0.631,0.046,"empathy, agreement, foundation, solution, weve, ever"
tw_010130,patriot8626,2023-05-31 07:56:22,Ethnonationalism,polarizing,Our pure is being diluted by invasion. Fight back. #Borders,10061,1650,534,-0.727,0.546,"invasion, borders, pure, diluted, fight"
tw_010131,the_mind7801,2023-10-23 02:17:24,Hyper-Partisan Populism,polarizing,Stop trusting the propaganda machine. rigged is all that matters now.,4055,388,2408,-0.254,0.696,"propaganda, rigged, trusting, machine, matters"
